candidate_id,gross_list_status,gross_list_name,canonical_product_id,slug,brand,model,family,current_status,provisional_decision,final_decision,decision_change_reason,rank,score,confidence,trusted_active_total,safe_proposal_total,source_count,price_evidence,matchability_risk,variant_decision,query_readiness,main_reason,promotion_or_removal_trigger,evidence_basis,candidate_origin,hierarchy_role,kg_status,matcher_guard_conflict,lexical_clean_hits,lexical_nordic_de_hits
CAND-0414,exact_match,Yamaha TX81Z,d339819b-c85b-409a-8076-6a02cda438ff,yamaha-tx81z,Yamaha,,,standard/qa_only,,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,0,0,,0 deferrals; 0 rejected,,,Mapped from the gross list; no observable Klup supply.,,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0415,exact_match,Yamaha TX816,469e7cf2-37e9-45c5-8400-2473d043fa37,yamaha-tx816,Yamaha,TX816,,standard/qa_only,excluded,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,8,0,2,"median 8098 DKK (p25 3032 / p75 11646, n=8)",1 deferrals (ambiguous_tie:1); 13 rejected,,,Mapped from the gross list but evidence is below the threshold for a canonical page.,,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0416,no_kg_match_brand_absent,AKG BX 20,,,AKG,BX 20,,,,no_kg_product,"Gross-list family with no KG product; cannot be scraped, matched or priced today.",,,,,,,,,,No KG product exists for this family.,Gross-list family absent from the knowledge graph.,"Create a curated kg_product row (brand + model), then re-assess.",gross_list_only+no_kg_product,gross_list_336,,no_kg_product,,,
CAND-0417,no_kg_match_brand_absent,AKG C12 / C12 VR,,,AKG,C12 / C12 VR,,,,no_kg_product,"Gross-list family with no KG product; cannot be scraped, matched or priced today.",,,,,,,,,,No KG product exists for this family.,Gross-list family absent from the knowledge graph.,"Create a curated kg_product row (brand + model), then re-assess.",gross_list_only+no_kg_product,gross_list_336,,no_kg_product,,,
CAND-0418,no_kg_match_brand_absent,AKG C24,,,AKG,C24,,,,no_kg_product,"Gross-list family with no KG product; cannot be scraped, matched or priced today.",,,,,,,,,,No KG product exists for this family.,Gross-list family absent from the knowledge graph.,"Create a curated kg_product row (brand + model), then re-assess.",gross_list_only+no_kg_product,gross_list_336,,no_kg_product,,,
CAND-0419,no_kg_match_brand_absent,AKG C414 (EB / comb / XLS),,,AKG,C414 (EB / comb / XLS),,,,no_kg_product,"Gross-list family with no KG product; cannot be scraped, matched or priced today.",,,,,,,,,,No KG product exists for this family.,Gross-list family absent from the knowledge graph.,"Create a curated kg_product row (brand + model), then re-assess.",gross_list_only+no_kg_product,gross_list_336,,no_kg_product,,,
CAND-0420,no_kg_match_brand_absent,AKG D12 / D12E / D112,,,AKG,D12 / D12E / D112,,,,no_kg_product,"Gross-list family with no KG product; cannot be scraped, matched or priced today.",,,,,,,,,,No KG product exists for this family.,Gross-list family absent from the knowledge graph.,"Create a curated kg_product row (brand + model), then re-assess.",gross_list_only+no_kg_product,gross_list_336,,no_kg_product,,,
CAND-0421,no_kg_match_brand_absent,Altec 1567A Tube Mixer,,,Altec,1567A Tube Mixer,,,,no_kg_product,"Gross-list family with no KG product; cannot be scraped, matched or priced today.",,,,,,,,,,No KG product exists for this family.,Gross-list family absent from the knowledge graph.,"Create a curated kg_product row (brand + model), then re-assess.",gross_list_only+no_kg_product,gross_list_336,,no_kg_product,,,
CAND-0422,no_kg_match,Ampex 350 Tape Recorder,,,Ampex,350 Tape Recorder,,,,no_kg_product,"Gross-list family with no KG product; cannot be scraped, matched or priced today.",,,,,,,,,,No KG product exists for this family.,Gross-list family absent from the knowledge graph.,"Create a curated kg_product row (brand + model), then re-assess.",gross_list_only+no_kg_product,gross_list_336,,no_kg_product,,,
CAND-0423,no_kg_match,Ampex ATR-102,,,Ampex,ATR-102,,,,no_kg_product,"Gross-list family with no KG product; cannot be scraped, matched or priced today.",,,,,,,,,,No KG product exists for this family.,Gross-list family absent from the knowledge graph.,"Create a curated kg_product row (brand + model), then re-assess.",gross_list_only+no_kg_product,gross_list_336,,no_kg_product,,,
CAND-0424,no_kg_match_brand_absent,AMS DMX 15-80S,,,AMS,DMX 15-80S,,,,no_kg_product,"Gross-list family with no KG product; cannot be scraped, matched or priced today.",,,,,,,,,,No KG product exists for this family.,Gross-list family absent from the knowledge graph.,"Create a curated kg_product row (brand + model), then re-assess.",gross_list_only+no_kg_product,gross_list_336,,no_kg_product,,,
CAND-0425,no_kg_match,AMS Neve 1073DPX,,,AMS Neve,1073DPX,,,,no_kg_product,"Gross-list family with no KG product; cannot be scraped, matched or priced today.",,,,,,,,,,No KG product exists for this family.,Gross-list family absent from the knowledge graph.,"Create a curated kg_product row (brand + model), then re-assess.",gross_list_only+no_kg_product,gross_list_336,,no_kg_product,,,
CAND-0426,no_kg_match,AMS Neve 33609/N,,,AMS Neve,33609/N,,,,no_kg_product,"Gross-list family with no KG product; cannot be scraped, matched or priced today.",,,,,,,,,,No KG product exists for this family.,Gross-list family absent from the knowledge graph.,"Create a curated kg_product row (brand + model), then re-assess.",gross_list_only+no_kg_product,gross_list_336,,no_kg_product,,,
CAND-0427,no_kg_match,ARP Omni I / II,,,ARP,Omni I / II,,,,no_kg_product,"Gross-list family with no KG product; cannot be scraped, matched or priced today.",,,,,,,,,,No KG product exists for this family.,Gross-list family absent from the knowledge graph.,"Create a curated kg_product row (brand + model), then re-assess.",gross_list_only+no_kg_product,gross_list_336,,no_kg_product,,,
CAND-0428,no_kg_match,Aston Microphones Origin,,,Aston Microphones,Origin,,,,no_kg_product,"Gross-list family with no KG product; cannot be scraped, matched or priced today.",,,,,,,,,,No KG product exists for this family.,Gross-list family absent from the knowledge graph.,"Create a curated kg_product row (brand + model), then re-assess.",gross_list_only+no_kg_product,gross_list_336,,no_kg_product,,,
CAND-0429,no_kg_match,Aston Microphones Spirit,,,Aston Microphones,Spirit,,,,no_kg_product,"Gross-list family with no KG product; cannot be scraped, matched or priced today.",,,,,,,,,,No KG product exists for this family.,Gross-list family absent from the knowledge graph.,"Create a curated kg_product row (brand + model), then re-assess.",gross_list_only+no_kg_product,gross_list_336,,no_kg_product,,,
CAND-0430,no_kg_match,Aston Microphones Stealth,,,Aston Microphones,Stealth,,,,no_kg_product,"Gross-list family with no KG product; cannot be scraped, matched or priced today.",,,,,,,,,,No KG product exists for this family.,Gross-list family absent from the knowledge graph.,"Create a curated kg_product row (brand + model), then re-assess.",gross_list_only+no_kg_product,gross_list_336,,no_kg_product,,,
CAND-0431,no_kg_match_brand_absent,Audient ASP800 / ASP880,,,Audient,ASP800 / ASP880,,,,no_kg_product,"Gross-list family with no KG product; cannot be scraped, matched or priced today.",,,,,,,,,,No KG product exists for this family.,Gross-list family absent from the knowledge graph.,"Create a curated kg_product row (brand + model), then re-assess.",gross_list_only+no_kg_product,gross_list_336,,no_kg_product,,,
CAND-0432,no_kg_match_brand_absent,Audient iD44,,,Audient,iD44,,,,no_kg_product,"Gross-list family with no KG product; cannot be scraped, matched or priced today.",,,,,,,,,,No KG product exists for this family.,Gross-list family absent from the knowledge graph.,"Create a curated kg_product row (brand + model), then re-assess.",gross_list_only+no_kg_product,gross_list_336,,no_kg_product,,,
CAND-0433,no_kg_match_brand_absent,Austrian Audio OC818,,,Austrian Audio,OC818,,,,no_kg_product,"Gross-list family with no KG product; cannot be scraped, matched or priced today.",,,,,,,,,,No KG product exists for this family.,Gross-list family absent from the knowledge graph.,"Create a curated kg_product row (brand + model), then re-assess.",gross_list_only+no_kg_product,gross_list_336,,no_kg_product,,,
CAND-0434,no_kg_match_brand_absent,Avalon VT-737sp,,,Avalon,VT-737sp,,,,no_kg_product,"Gross-list family with no KG product; cannot be scraped, matched or priced today.",,,,,,,,,,No KG product exists for this family.,Gross-list family absent from the knowledge graph.,"Create a curated kg_product row (brand + model), then re-assess.",gross_list_only+no_kg_product,gross_list_336,,no_kg_product,,,
CAND-0435,no_kg_match_brand_absent,Binson Echorec / Echorec 2,,,Binson,Echorec / Echorec 2,,,,no_kg_product,"Gross-list family with no KG product; cannot be scraped, matched or priced today.",,,,,,,,,,No KG product exists for this family.,Gross-list family absent from the knowledge graph.,"Create a curated kg_product row (brand + model), then re-assess.",gross_list_only+no_kg_product,gross_list_336,,no_kg_product,,,
CAND-0436,no_kg_match,Boss DM-1 Delay Machine,,,Boss,DM-1 Delay Machine,,,,no_kg_product,"Gross-list family with no KG product; cannot be scraped, matched or priced today.",,,,,,,,,,No KG product exists for this family.,Gross-list family absent from the knowledge graph.,"Create a curated kg_product row (brand + model), then re-assess.",gross_list_only+no_kg_product,gross_list_336,,no_kg_product,,,
CAND-0437,no_kg_match,Boss DM-2 / DM-3 Delay,,,Boss,DM-2 / DM-3 Delay,,,,no_kg_product,"Gross-list family with no KG product; cannot be scraped, matched or priced today.",,,,,,,,,,No KG product exists for this family.,Gross-list family absent from the knowledge graph.,"Create a curated kg_product row (brand + model), then re-assess.",gross_list_only+no_kg_product,gross_list_336,,no_kg_product,,,
CAND-0438,no_kg_match,Buchla Music Easel,,,Buchla,Music Easel,,,,no_kg_product,"Gross-list family with no KG product; cannot be scraped, matched or priced today.",,,,,,,,,,No KG product exists for this family.,Gross-list family absent from the knowledge graph.,"Create a curated kg_product row (brand + model), then re-assess.",gross_list_only+no_kg_product,gross_list_336,,no_kg_product,,,
CAND-0439,no_kg_match_brand_absent,Burl Audio B2 Bomber ADC / DAC,,,Burl Audio,B2 Bomber ADC / DAC,,,,no_kg_product,"Gross-list family with no KG product; cannot be scraped, matched or priced today.",,,,,,,,,,No KG product exists for this family.,Gross-list family absent from the knowledge graph.,"Create a curated kg_product row (brand + model), then re-assess.",gross_list_only+no_kg_product,gross_list_336,,no_kg_product,,,
CAND-0440,no_kg_match_brand_absent,Burl Audio Mothership B16 / B80,,,Burl Audio,Mothership B16 / B80,,,,no_kg_product,"Gross-list family with no KG product; cannot be scraped, matched or priced today.",,,,,,,,,,No KG product exists for this family.,Gross-list family absent from the knowledge graph.,"Create a curated kg_product row (brand + model), then re-assess.",gross_list_only+no_kg_product,gross_list_336,,no_kg_product,,,
CAND-0441,no_kg_match_brand_absent,Calrec Vintage EQ / Compressor Modules,,,Calrec,Vintage EQ / Compressor Modules,,,,no_kg_product,"Gross-list family with no KG product; cannot be scraped, matched or priced today.",,,,,,,,,,No KG product exists for this family.,Gross-list family absent from the knowledge graph.,"Create a curated kg_product row (brand + model), then re-assess.",gross_list_only+no_kg_product,gross_list_336,,no_kg_product,,,
CAND-0442,no_kg_match,Casio VL-1 (VL-Tone),,,Casio,VL-1 (VL-Tone),,,,no_kg_product,"Gross-list family with no KG product; cannot be scraped, matched or priced today.",,,,,,,,,,No KG product exists for this family.,Gross-list family absent from the knowledge graph.,"Create a curated kg_product row (brand + model), then re-assess.",gross_list_only+no_kg_product,gross_list_336,,no_kg_product,,,
CAND-0443,no_kg_match_brand_absent,Chandler Limited EMI TG12413 Zener Limiter,,,Chandler Limited,EMI TG12413 Zener Limiter,,,,no_kg_product,"Gross-list family with no KG product; cannot be scraped, matched or priced today.",,,,,,,,,,No KG product exists for this family.,Gross-list family absent from the knowledge graph.,"Create a curated kg_product row (brand + model), then re-assess.",gross_list_only+no_kg_product,gross_list_336,,no_kg_product,,,
CAND-0444,no_kg_match_brand_absent,Chandler Limited REDD.47 Preamp,,,Chandler Limited,REDD.47 Preamp,,,,no_kg_product,"Gross-list family with no KG product; cannot be scraped, matched or priced today.",,,,,,,,,,No KG product exists for this family.,Gross-list family absent from the knowledge graph.,"Create a curated kg_product row (brand + model), then re-assess.",gross_list_only+no_kg_product,gross_list_336,,no_kg_product,,,
CAND-0445,no_kg_match_brand_absent,Chandler Limited RS124 Compressor,,,Chandler Limited,RS124 Compressor,,,,no_kg_product,"Gross-list family with no KG product; cannot be scraped, matched or priced today.",,,,,,,,,,No KG product exists for this family.,Gross-list family absent from the knowledge graph.,"Create a curated kg_product row (brand + model), then re-assess.",gross_list_only+no_kg_product,gross_list_336,,no_kg_product,,,
CAND-0446,no_kg_match_brand_absent,Chandler Limited TG1 Limiter,,,Chandler Limited,TG1 Limiter,,,,no_kg_product,"Gross-list family with no KG product; cannot be scraped, matched or priced today.",,,,,,,,,,No KG product exists for this family.,Gross-list family absent from the knowledge graph.,"Create a curated kg_product row (brand + model), then re-assess.",gross_list_only+no_kg_product,gross_list_336,,no_kg_product,,,
CAND-0447,no_kg_match_brand_absent,Chandler Limited TG12345 Curve Bender,,,Chandler Limited,TG12345 Curve Bender,,,,no_kg_product,"Gross-list family with no KG product; cannot be scraped, matched or priced today.",,,,,,,,,,No KG product exists for this family.,Gross-list family absent from the knowledge graph.,"Create a curated kg_product row (brand + model), then re-assess.",gross_list_only+no_kg_product,gross_list_336,,no_kg_product,,,
CAND-0448,no_kg_match_brand_absent,Chilton Talentmaker,,,Chilton,Talentmaker,,,,no_kg_product,"Gross-list family with no KG product; cannot be scraped, matched or priced today.",,,,,,,,,,No KG product exists for this family.,Gross-list family absent from the knowledge graph.,"Create a curated kg_product row (brand + model), then re-assess.",gross_list_only+no_kg_product,gross_list_336,,no_kg_product,,,
CAND-0449,no_kg_match_brand_absent,Coles 4038,,,Coles,4038,,,,no_kg_product,"Gross-list family with no KG product; cannot be scraped, matched or priced today.",,,,,,,,,,No KG product exists for this family.,Gross-list family absent from the knowledge graph.,"Create a curated kg_product row (brand + model), then re-assess.",gross_list_only+no_kg_product,gross_list_336,,no_kg_product,,,
CAND-0450,no_kg_match_brand_absent,dbx 160,,,dbx,160,,,,no_kg_product,"Gross-list family with no KG product; cannot be scraped, matched or priced today.",,,,,,,,,,No KG product exists for this family.,Gross-list family absent from the knowledge graph.,"Create a curated kg_product row (brand + model), then re-assess.",gross_list_only+no_kg_product,gross_list_336,,no_kg_product,,,
CAND-0451,no_kg_match_brand_absent,Dynacord VRS-23,,,Dynacord,VRS-23,,,,no_kg_product,"Gross-list family with no KG product; cannot be scraped, matched or priced today.",,,,,,,,,,No KG product exists for this family.,Gross-list family absent from the knowledge graph.,"Create a curated kg_product row (brand + model), then re-assess.",gross_list_only+no_kg_product,gross_list_336,,no_kg_product,,,
CAND-0452,no_kg_match,Eko Computerhythm,,,Eko,Computerhythm,,,,no_kg_product,"Gross-list family with no KG product; cannot be scraped, matched or priced today.",,,,,,,,,,No KG product exists for this family.,Gross-list family absent from the knowledge graph.,"Create a curated kg_product row (brand + model), then re-assess.",gross_list_only+no_kg_product,gross_list_336,,no_kg_product,,,
CAND-0453,no_kg_match,Electro-Harmonix Memory Man / Deluxe Memory Man,,,Electro-Harmonix,Memory Man / Deluxe Memory Man,,,,no_kg_product,"Gross-list family with no KG product; cannot be scraped, matched or priced today.",,,,,,,,,,No KG product exists for this family.,Gross-list family absent from the knowledge graph.,"Create a curated kg_product row (brand + model), then re-assess.",gross_list_only+no_kg_product,gross_list_336,,no_kg_product,,,
CAND-0454,no_kg_match_brand_absent,Electro-Voice RE20,,,Electro-Voice,RE20,,,,no_kg_product,"Gross-list family with no KG product; cannot be scraped, matched or priced today.",,,,,,,,,,No KG product exists for this family.,Gross-list family absent from the knowledge graph.,"Create a curated kg_product row (brand + model), then re-assess.",gross_list_only+no_kg_product,gross_list_336,,no_kg_product,,,
CAND-0455,no_kg_match,Elka Rhapsody 490 / 610,,,Elka,Rhapsody 490 / 610,,,,no_kg_product,"Gross-list family with no KG product; cannot be scraped, matched or priced today.",,,,,,,,,,No KG product exists for this family.,Gross-list family absent from the knowledge graph.,"Create a curated kg_product row (brand + model), then re-assess.",gross_list_only+no_kg_product,gross_list_336,,no_kg_product,,,
CAND-0456,no_kg_match_brand_absent,Elysia Karacter,,,Elysia,Karacter,,,,no_kg_product,"Gross-list family with no KG product; cannot be scraped, matched or priced today.",,,,,,,,,,No KG product exists for this family.,Gross-list family absent from the knowledge graph.,"Create a curated kg_product row (brand + model), then re-assess.",gross_list_only+no_kg_product,gross_list_336,,no_kg_product,,,
CAND-0457,no_kg_match_brand_absent,Elysia Mpressor,,,Elysia,Mpressor,,,,no_kg_product,"Gross-list family with no KG product; cannot be scraped, matched or priced today.",,,,,,,,,,No KG product exists for this family.,Gross-list family absent from the knowledge graph.,"Create a curated kg_product row (brand + model), then re-assess.",gross_list_only+no_kg_product,gross_list_336,,no_kg_product,,,
CAND-0458,no_kg_match_brand_absent,Elysia Museq,,,Elysia,Museq,,,,no_kg_product,"Gross-list family with no KG product; cannot be scraped, matched or priced today.",,,,,,,,,,No KG product exists for this family.,Gross-list family absent from the knowledge graph.,"Create a curated kg_product row (brand + model), then re-assess.",gross_list_only+no_kg_product,gross_list_336,,no_kg_product,,,
CAND-0459,no_kg_match_brand_absent,Elysia Xfilter,,,Elysia,Xfilter,,,,no_kg_product,"Gross-list family with no KG product; cannot be scraped, matched or priced today.",,,,,,,,,,No KG product exists for this family.,Gross-list family absent from the knowledge graph.,"Create a curated kg_product row (brand + model), then re-assess.",gross_list_only+no_kg_product,gross_list_336,,no_kg_product,,,
