candidate_id,source_origin,source_row_label,brand,family_or_model,hierarchy_role,reconciliation_state,kg_mapping,canonical_product_id,slug,final_decision,score,confidence,lifecycle_proposal,decision_reason
GL-0516,gross_list_336,Tegeler Audio Manufaktur	Magnetismus,Tegeler Audio Manufaktur,Magnetismus,,no_kg_match_brand_absent,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0517,gross_list_336,Tegeler Audio Manufaktur	Schwerkraftmaschine,Tegeler Audio Manufaktur,Schwerkraftmaschine,,no_kg_match_brand_absent,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0518,gross_list_336,Tegeler Audio Manufaktur	VTRC,Tegeler Audio Manufaktur,VTRC,,no_kg_match_brand_absent,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0519,gross_list_336,Telefunken	Ela M 251 / 251E,Telefunken,Ela M 251 / 251E,,no_kg_match_brand_absent,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0520,gross_list_336,Telefunken	M15 / M15A,Telefunken,M15 / M15A,,no_kg_match_brand_absent,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0521,gross_list_336,Telefunken	M80 / M81,Telefunken,M80 / M81,,no_kg_match_brand_absent,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0522,gross_list_336,Telefunken	TF11 / TF51,Telefunken,TF11 / TF51,,no_kg_match_brand_absent,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0523,gross_list_336,Telefunken	U47 / U48,Telefunken,U47 / U48,,no_kg_match_brand_absent,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0524,gross_list_336,Telefunken	V72 / V76,Telefunken,V72 / V76,,no_kg_match_brand_absent,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0525,gross_list_336,Teletronix	LA-2A,Teletronix,LA-2A,,no_kg_match_brand_absent,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0526,gross_list_336,Thermionic Culture	Culture Vulture / Super Vulture,Thermionic Culture,Culture Vulture / Super Vulture,,no_kg_match_brand_absent,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0527,gross_list_336,Thermionic Culture	Phoenix / Phoenix HG15,Thermionic Culture,Phoenix / Phoenix HG15,,no_kg_match_brand_absent,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0528,gross_list_336,Thermionic Culture	Pullet,Thermionic Culture,Pullet,,no_kg_match_brand_absent,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0529,gross_list_336,Thermionic Culture	Swift,Thermionic Culture,Swift,,no_kg_match_brand_absent,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0530,gross_list_336,Tube-Tech	CL 1B,Tube-Tech,CL 1B,matchable_canonical_product,duplicate_consolidated,exact_kg_product,85d39c38-0363-494a-a90b-28a57ea83334,tube-tech-cl1b,core,68,medium,support=supported;visibility=private;monitoring=unchanged,"NEW ENTRY from gross list ""Tube-Tech CL 1B""."
GL-0531,gross_list_336,Tube-Tech	CL 1B,Tube-Tech,CL 1B,,duplicate_consolidated,exact_kg_product,2f287821-496e-43f1-a52f-6d92e4280f1b,tube-tech-tube-tech-cl-1b-compressor-new-in-box-warranty,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0532,gross_list_336,Tube-Tech	CL 1B,Tube-Tech,CL 1B Mono Opto Compressor 2010s - Blue,,duplicate_consolidated,exact_kg_product,776af8f7-7e6a-42a3-9499-bb570ae229f9,tube-tech-tube-tech-cl-1b-mono-opto-compressor-2010s-blue,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0533,gross_list_336,Tube-Tech	CL 1B,Tube-Tech,CL 1B,,duplicate_consolidated,exact_kg_product,9652019b-6db3-42c7-abe7-e591eeb3520a,tube-tech-tube-tech-cl-1b-brand-new-unopened-box,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0534,gross_list_336,Tube-Tech	CL 1B,Tube-Tech,CL 1B Single-Channel Optical Tube Compressor – Studio Icon,,duplicate_consolidated,exact_kg_product,98d15800-f379-4acb-9601-cab17d6b4425,tube-tech-tube-tech-cl-1b-single-channel-optical-tube-compressor--studio-icon,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0535,gross_list_336,Tube-Tech	CL 1B,Tube-Tech,CL 1B Mono Opto Compressor 2023 - Blue,,duplicate_consolidated,exact_kg_product,baf23afd-4eb1-4902-9d86-883bf190583b,tube-tech-tube-tech-cl-1b-mono-opto-compressor-2023-blue,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0536,gross_list_336,Tube-Tech	LCA 2B,Tube-Tech,LCA 2B,matchable_canonical_product,duplicate_consolidated,exact_kg_product,f97c09ec-319d-4cec-9728-d4623d2347fe,tube-tech-lca-2b,core,63,medium,support=supported;visibility=private;monitoring=unchanged,"NEW ENTRY from gross list ""Tube-Tech LCA 2B""."
GL-0537,gross_list_336,Tube-Tech	LCA 2B,Tube-Tech,LCA 2B Stereo Tube VCA Compressor/Limiter (Used),,duplicate_consolidated,exact_kg_product,0a4e82ea-1450-48f9-af4b-ced7e7eb789e,tube-tech-tube-tech-lca-2b-stereo-tube-vca-compressor-limiter-used,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0538,gross_list_336,Tube-Tech	LCA 2B,Tube-Tech,LCA 2B,,duplicate_consolidated,exact_kg_product,4ba63bad-692d-4aaa-9694-df78eb0d1c40,tube-tech-tube-tech-lca-2b-stereo-compressor-limiter-green-day-owned-certificate-of-authenticity,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0539,gross_list_336,Tube-Tech	LCA 2B,Tube-Tech,LCA 2B Stereo Tube Compressor / Limiter,,duplicate_consolidated,exact_kg_product,923fafc6-cae2-4d3f-9ad4-d1a0559d9373,tube-tech-tube-tech-lca-2b-stereo-tube-compressor-limiter,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0540,gross_list_336,Tube-Tech	LCA 2B,Tube-Tech,LCA 2B,,duplicate_consolidated,exact_kg_product,c4e6e8ea-604f-4d2d-a771-275608a46052,tube-tech-tube-tech-lca-2b-dual-channel-tube-vca-compressor-limiter-2010s-blue,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0541,gross_list_336,Tube-Tech	LCA 2B,Tube-Tech,LCA 2B,,duplicate_consolidated,exact_kg_product,e348a4f3-8faf-4f30-b5d6-5ecae232cc76,tube-tech-upgraded--modified-tube-tech-lca-2b-dual-channel-tube-vca-compressor-limiter,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0542,gross_list_336,Tube-Tech	LCA 2B,Tube-Tech,MEC 1A + MP 2A + LCA 2B Dual Channel Tube VCA Compressor + Rack,,duplicate_consolidated,exact_kg_product,f4a360d2-5e46-4d42-b0a2-05e0f79d26af,tube-tech-tube-tech-mec-1a--mp-2a--lca-2b-dual-channel-tube-vca-compressor--rack,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0543,gross_list_336,Tube-Tech	ME 1A,Tube-Tech,ME 1A,,no_kg_match,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0544,gross_list_336,Tube-Tech	PE 1C,Tube-Tech,PE 1C Program Equalizer #04984,,duplicate_consolidated,exact_kg_product,70f4e5b5-f7fa-4eaa-913e-685f0d21eab2,tube-tech-tube-tech-pe-1c-program-equalizer-04984,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0545,gross_list_336,Tube-Tech	PE 1C,Tube-Tech,PE 1C,,duplicate_consolidated,exact_kg_product,c01fa0aa-0639-47c1-b5fa-686d227c0448,tube-tech-tube-tech-pe-1c-program-equalizer--passive-pultec-style-eq-w-push-pull-amplifier,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0546,gross_list_336,Tube-Tech	PE 1C,Tube-Tech,PE 1C,,duplicate_consolidated,exact_kg_product,de92e977-cfb1-4c79-984a-ec663430d968,tube-tech-tube-tech-pe-1c-program-equalizer-vintage-1990s,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0547,gross_list_336,Tube-Tech	PE 1C,Tube-Tech,PE 1C Program Equalizer 2010s - Blue,,duplicate_consolidated,exact_kg_product,faab1ca0-a7e6-4d85-8c58-7f217c06c347,tube-tech-tube-tech-pe-1c-program-equalizer-2010s-blue,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0548,gross_list_336,Tube-Tech	SMC 2B,Tube-Tech,SMC-2B Stereo Multiband Compressor,,variant_split,exact_kg_product,2caa8748-1c1f-458c-a3f8-457b4a75eaf6,tube-tech-tube-tech-smc-2b-stereo-multiband-compressor,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0549,gross_list_336,Tube-Tech	SMC 2B,Tube-Tech,SMC 2B Multiband Opto Compressor,,variant_split,exact_kg_product,841ca986-30f4-4c51-8fb9-5ec4a058df67,tube-tech-tube-tech-smc-2b-multiband-opto-compressor,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0550,gross_list_336,Tube-Tech	SMC 2B,Tube-Tech,SMC-2B Stereo Multiband Compressor 2010s - Blue,,variant_split,exact_kg_product,c36b2b02-3853-4f48-af12-bb3b65e14cf3,tube-tech-tube-tech-smc-2b-stereo-multiband-compressor-2010s-blue,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0551,gross_list_336,Tube-Tech	SMC 2B,Tube-Tech,SMC-2B 2A Stereo Multiband Compressor 2010s - Blue,,variant_split,exact_kg_product,f00d0e98-7fd4-48d7-a1be-667bc6004760,tube-tech-tube-tech-smc-2b-2a-stereo-multiband-compressor-2010s-blue,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0552,gross_list_336,Universal Audio	1176LN / 1176SE,Universal Audio,1176LN,matchable_canonical_product,duplicate_consolidated,exact_kg_product,9ece0f3a-f8d9-43dd-8667-d99c78eccac1,ua-1176ln,core,68,medium,support=supported;visibility=private;monitoring=unchanged,"Retained. Gross-list family ""Universal Audio 1176LN / 1176SE""."
GL-0553,gross_list_336,Universal Audio	1176LN / 1176SE,Universal Audio,1176LN / 1176SE,,duplicate_consolidated,exact_kg_product,eabdcc85-8682-4c86-93e6-fd3555bf9e46,ua-urei-and-ua-1176ln-2k-audio-taper-potentiometer,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0554,gross_list_336,UREI	LA-3A,UREI,LA-3A,,no_kg_match_brand_absent,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0555,gross_list_336,Univox	EC-80 / EC-100 Tape Echo,Univox,EC-80 / EC-100 Tape Echo,,no_kg_match_brand_absent,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0556,gross_list_336,Vako	Orchestron,Vako,Orchestron,,no_kg_match_brand_absent,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0557,gross_list_336,Watkins / WEM	Copicat,Watkins / WEM,Copicat,,no_kg_match_brand_absent,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0558,gross_list_336,Welte	Lichtton-Orgel,Welte,Lichtton-Orgel,,no_kg_match_brand_absent,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0559,gross_list_336,WSW	436512 Limiter,WSW,436512 Limiter,,no_kg_match_brand_absent,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0560,gross_list_336,WSW	811403 Equalizer,WSW,811403 Equalizer,,no_kg_match_brand_absent,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0561,gross_list_336,Wurlitzer	112 / 120 / 140B,Wurlitzer,112 / 120 / 140B,,no_kg_match,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0562,gross_list_336,Wurlitzer	200 / 200A / 204,Wurlitzer,200A,matchable_canonical_product,variant_split,exact_kg_product,a263f97e-4c70-4f54-863c-0e4071e32239,wurlitzer-200a,core,69,medium,support=supported;visibility=private;monitoring=unchanged,"Retained. Gross-list family ""Wurlitzer 200 / 200A / 204""."
GL-0563,gross_list_336,Wurlitzer	200 / 200A / 204,Wurlitzer,200,,variant_split,exact_kg_product,7b2a3a46-76f5-4004-b8b1-a30156e8e83b,wurlitzer-200,incumbent_removed,46,medium,support=reserve;visibility=private;monitoring=none,Unchanged from Prompt 03 (incumbent removal).
GL-0564,gross_list_336,Yamaha	AN1x,Yamaha,AN1x,,exact_match,exact_kg_product,e44d20c4-3124-43b8-b871-c88076aa08fe,yamaha-an1x,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0565,gross_list_336,Yamaha	CS-15 / CS-30 / CS-40M,Yamaha,CS-15 / CS-30 / CS-40M,,duplicate_consolidated,exact_kg_product,1fb4ef05-b180-49dd-be94-ca2a1c019271,yamaha-cs-40m,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0566,gross_list_336,Yamaha	CS-15 / CS-30 / CS-40M,Yamaha,CS-15 / CS-30 / CS-40M,,duplicate_consolidated,exact_kg_product,32781b2e-2123-4929-9f42-de094331a2bc,yamaha-cs-30,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0567,gross_list_336,Yamaha	CS-15 / CS-30 / CS-40M,Yamaha,CS-15 / CS-30 / CS-40M,,duplicate_consolidated,exact_kg_product,53187a50-e36f-482c-b80f-5ea59ab68a06,yamaha-cs-15,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0568,gross_list_336,Yamaha	CS-50 / CS-60,Yamaha,CS-50,,duplicate_consolidated,exact_kg_product,3ea0498d-ea56-4603-9d02-e1c44ef50592,yamaha-cs-50,reserve,48,low,support=reserve;visibility=private;monitoring=none,"NEW from gross list ""Yamaha CS-50 / CS-60""."
GL-0569,gross_list_336,Yamaha	CS-50 / CS-60,Yamaha,CS-50 / CS-60,,duplicate_consolidated,exact_kg_product,b2bc6caa-04c9-4a4c-b397-df50e5cf9cf5,yamaha-cs-60,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0570,gross_list_336,Yamaha	CS-70M,Yamaha,CS-70M,,exact_match,exact_kg_product,8bded613-1b9a-4574-b07a-36ecd5cccd3f,yamaha-cs-70m,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0571,gross_list_336,Yamaha	CS-80,Yamaha,CS-80,,exact_match,exact_kg_product,d8db34ba-b8f8-41c7-9c96-2a2d7b26029a,yamaha-cs-80,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0572,gross_list_336,Yamaha	DX1 / DX5,Yamaha,DX1,,duplicate_consolidated,exact_kg_product,124fd52c-640d-4aab-b6e4-7b9069c4fc05,yamaha-dx1,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0573,gross_list_336,Yamaha	DX1 / DX5,Yamaha,DX1 / DX5,,duplicate_consolidated,exact_kg_product,2b6c3919-fc9a-4782-a0c7-37be9be7de92,yamaha-dx5,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0574,gross_list_336,Yamaha	DX7 / DX7II,Yamaha,DX7,matchable_canonical_product,exact_match,exact_kg_product,f68bc299-4ab7-401d-bef4-81126714eafc,yamaha-dx7,core,65,medium,support=supported;visibility=private;monitoring=unchanged,"Retained, but the DX7/DX7 II combine is REVERSED: they are now separate decisions."
GL-0575,gross_list_336,Yamaha	GX-1,Yamaha,GX-1,,exact_match,exact_kg_product,6d8becaf-4158-4ea8-ae1a-255bb0145509,yamaha-gx-1,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
